"LoincCode","AtomName","CanonicalInvestigationLoincCode","CanonicalInvestigationName","Category","Unit","Type","Required"
"2162-6","Creatinine [Mass/time] in 24 hour Urine","65634-8","Creatinine 24 hour urine panel - 24 hour Urine","lab","g/(24.h)","numeric",""
"19659-2","Phencyclidine [Presence] in Urine by Screen method","65750-2","Drugs of abuse 5 panel - Urine by Screen method","lab","","ordinal",""
"19295-5","Opiates [Presence] in Urine by Screen method","65750-2","Drugs of abuse 5 panel - Urine by Screen method","lab","","ordinal",""
"18282-4","Cannabinoids [Presence] in Urine by Screen method","65750-2","Drugs of abuse 5 panel - Urine by Screen method","lab","","ordinal",""
"14314-9","Benzoylecgonine [Presence] in Urine by Screen method","65750-2","Drugs of abuse 5 panel - Urine by Screen method","lab","","ordinal",""
"19261-7","Amphetamines [Presence] in Urine by Screen method","65750-2","Drugs of abuse 5 panel - Urine by Screen method","lab","","ordinal",""
"24467-3","CD3+CD4+ (T4 helper) cells [#/volume] in Blood","65758-5","T-cell helper (CD4) subset panel - Blood","lab","/uL","numeric",""
"731-0","Lymphocytes [#/volume] in Blood by Automated count","65758-5","T-cell helper (CD4) subset panel - Blood","lab","10*3/uL","numeric",""
"27071-0","CD45 (Lymphs) cells [#/volume] in Blood","65758-5","T-cell helper (CD4) subset panel - Blood","lab","/uL","numeric",""
"8123-2","CD3+CD4+ (T4 helper) cells/cells in Blood","65758-5","T-cell helper (CD4) subset panel - Blood","lab","%","numeric",""
"54218-3","CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","%","numeric",""
"14135-8","CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","/uL","numeric",""
"8101-8","CD3+CD8+ (T8 suppressor) cells/cells in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","%","numeric",""
"24467-3","CD3+CD4+ (T4 helper) cells [#/volume] in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","/uL","numeric",""
"8123-2","CD3+CD4+ (T4 helper) cells/cells in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","%","numeric",""
"8122-4","CD3 cells [#/volume] in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","/uL","numeric",""
"8124-0","CD3 cells/cells in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","%","numeric",""
"27071-0","CD45 (Lymphs) cells [#/volume] in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","/uL","numeric",""
"26474-7","Lymphocytes [#/volume] in Blood","65759-3","T-cell subsets CD4 and CD8 panel - Blood","lab","10*3/uL","numeric",""
"26464-8","Leukocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30180-4","Basophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26444-0","Basophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34911-8","Immature basophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34910-0","Immature basophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26446-5","Blasts/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30376-8","Blasts [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26450-7","Eosinophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26449-9","Eosinophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34913-4","Immature eosinophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34912-6","Immature eosinophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30395-8","Granulocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30394-1","Granulocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"35058-7","Hairy cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30397-4","Hairy cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26463-0","Large unstained cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26462-2","Large unstained cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26471-3","Leukocytes other/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30406-3","Leukocytes other [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34922-5","Lymphoblasts/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"35050-4","Lymphoblasts [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26478-8","Lymphocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26474-7","Lymphocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30413-9","Abnormal lymphocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30412-1","Abnormal lymphocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"13046-8","Variant lymphocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26477-0","Variant lymphocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30420-4","Large granular lymphocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"35082-7","Large granular lymphocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34921-7","Lymphocytes Plasmacytoid/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"35039-7","Lymphocytes Plasmacytoid [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30423-8","Lymphoma cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30422-0","Lymphoma cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34915-9","Malignant cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34914-2","Malignant cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"28541-1","Metamyelocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30433-7","Metamyelocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34923-3","Monoblasts/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"35029-8","Monoblasts [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26485-3","Monocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26484-6","Monocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30441-0","Monocytes Abnormal/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30440-2","Monocytes Abnormal [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34925-8","Immature monocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34924-1","Immature monocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30445-1","Myeloblasts/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30444-4","Myeloblasts [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26498-6","Myelocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30446-9","Myelocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26511-6","Neutrophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26499-4","Neutrophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26508-2","Band form neutrophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26507-4","Band form neutrophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30450-1","Neutrophils.hypersegmented/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30449-3","Neutrophils.hypersegmented [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30451-9","Segmented neutrophils [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26505-8","Segmented neutrophils/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34917-5","Plasma cell precursor/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34916-7","Plasma cell precursor [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"13047-6","Plasma cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30458-4","Plasma cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30465-9","Prolymphocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30464-2","Prolymphocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"30466-7","Promonocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34926-6","Promonocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"26524-9","Promyelocytes/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"26523-1","Promyelocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34919-1","Sezary cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34918-3","Sezary cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"34992-8","Smudge cells/Leukocytes in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"34993-6","Smudge cells [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"33255-1","Cell Fractions/Differential [Interpretation] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","","text",""
"20570-8","Hematocrit [Volume Fraction] of Blood by calculation","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"30428-7","MCV [Entitic mean volume] in Red Blood Cells","69742-5","CBC W Differential panel, method unspecified - Blood","lab","fL","numeric",""
"30385-9","Erythrocyte [DistWidth] in Red Blood Cells","69742-5","CBC W Differential panel, method unspecified - Blood","lab","%","numeric",""
"28542-9","Platelet [Entitic mean volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","fL","numeric",""
"28540-3","MCHC [Entitic Mass/volume] in Red Blood Cells","69742-5","CBC W Differential panel, method unspecified - Blood","lab","g/dL","numeric",""
"28539-5","MCH [Entitic mass]","69742-5","CBC W Differential panel, method unspecified - Blood","lab","pg","numeric",""
"26515-7","Platelets [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*3/uL","numeric",""
"718-7","Hemoglobin [Mass/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","g/dL","numeric",""
"26453-1","Erythrocytes [#/volume] in Blood","69742-5","CBC W Differential panel, method unspecified - Blood","lab","10*6/uL","numeric",""
"71431-1","Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Presence] in Cervix by NAA with probe detection","71432-9","Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA - Cervix","lab","","ordinal",""
"77379-6","Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Interpretation] in Cervix","71432-9","Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA - Cervix","lab","","text",""
"77399-4","Human papilloma virus 16 DNA [Presence] in Cervix by NAA with probe detection","71432-9","Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA - Cervix","lab","","ordinal",""
"77400-0","Human papilloma virus 18 DNA [Presence] in Cervix by NAA with probe detection","71432-9","Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA - Cervix","lab","","ordinal",""
"49836-0","Platelet function (closure time) [Interpretation] in Blood Narrative","72257-9","Platelet function.collagen + Adenosine diphosphate induced and EPINEPHrine induced panel - Blood","lab","","long_text",""
"24472-3","Platelet function (closure time) collagen+ADP induced [Time] in Blood","72257-9","Platelet function.collagen + Adenosine diphosphate induced and EPINEPHrine induced panel - Blood","lab","s","numeric",""
"24471-5","Platelet function (closure time) collagen+EPINEPHrine induced [Time] in Blood","72257-9","Platelet function.collagen + Adenosine diphosphate induced and EPINEPHrine induced panel - Blood","lab","s","numeric",""
"16136-4","Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum","72488-0","Beta 2 glycoprotein 1 IgG and IgM panel - Serum","lab","[arb'U]/mL","numeric",""
"16135-6","Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum","72488-0","Beta 2 glycoprotein 1 IgG and IgM panel - Serum","lab","[arb'U]/mL","numeric",""
"22708-2","Homovanillate/Creatinine [Molar ratio] in Urine","73879-9","Catecholamine metabolites and creatinine panel - Urine","lab","mmol/mol{creat}","numeric",""
